발생경찰서,지역관서,발생일시,발생일자,월,발생시간대,요일구분,경기도,고양시,덕양구,행정동,주소,발생장소,범죄수법(발생),죄명
경기고양경찰서,도래울지구대,2024-09-28 09:30:00,2024-09-28,9,09시,7-토,경기,고양시,덕양구,용두동,고양시 덕양구 용두동 ,노상,,폭력
경기고양경찰서,관산파출소,2024-09-28 04:37:00,2024-09-28,9,04시,7-토,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 477-1번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-28 04:37:00,2024-09-28,9,04시,7-토,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 477-1번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-28 04:00:00,2024-09-28,9,04시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 963번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-28 01:10:00,2024-09-28,9,01시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 984-7번지 ,기타,,폭력
경기고양경찰서,원당지구대,2024-09-28 01:00:00,2024-09-28,9,01시,7-토,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 496-38번지 ,기타,,폭력
경기고양경찰서,행신3파출소,2024-09-28 00:30:00,2024-09-28,9,00시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 791번지 ,기타,,폭력
경기고양경찰서,,2024-09-28 00:00:00,2024-09-28,9,00시,7-토,경기,고양시,덕양구,,고양시 덕양구 ,주유소,강제추행,강간/강제추행
경기고양경찰서,화정지구대,2024-09-28 00:00:00,2024-09-28,9,00시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 851번지 ,상점,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-27 23:40:00,2024-09-27,9,23시,6-금,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 586-1번지 ,기타,,폭력
경기고양경찰서,행신지구대,2024-09-27 22:00:00,2024-09-27,9,22시,6-금,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 49-10번지 ,기타,,폭력
경기고양경찰서,원당지구대,2024-09-27 22:00:00,2024-09-27,9,22시,6-금,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-27 21:50:00,2024-09-27,9,21시,6-금,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 289-21번지 ,기타,,폭력
경기고양경찰서,원당지구대,2024-09-27 20:20:00,2024-09-27,9,20시,6-금,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 491-2번지 ,기타,,폭력
경기고양경찰서,행신3파출소,2024-09-27 19:10:00,2024-09-27,9,19시,6-금,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 934번지 ,아파트,,폭력
경기고양경찰서,원당지구대,2024-09-27 16:50:00,2024-09-27,9,16시,6-금,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 609-14번지 ,기타,영업점털이,절도
경기고양경찰서,고양파출소,2024-09-27 16:33:00,2024-09-27,9,16시,6-금,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 590번지 ,기타,속임수절도,절도
경기고양경찰서,도래울지구대,2024-09-27 16:10:00,2024-09-27,9,16시,6-금,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1089번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-09-27 16:00:00,2024-09-27,9,16시,6-금,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 849-17번지 ,노상,,폭력
경기고양경찰서,신도지구대,2024-09-27 15:20:00,2024-09-27,9,15시,6-금,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 627-2번지 ,기타,자전거절도,절도
경기고양경찰서,화정지구대,2024-09-27 13:40:00,2024-09-27,9,13시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 938번지 ,학교,기타(기타절도),절도
경기고양경찰서,관산파출소,2024-09-27 08:30:00,2024-09-27,9,08시,6-금,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 231-23번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-27 01:00:00,2024-09-27,9,01시,6-금,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 291번지 ,주차장,,폭력
경기고양경찰서,행신지구대,2024-09-27 00:00:00,2024-09-27,9,00시,6-금,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 ,회사,강제추행,강간/강제추행
경기고양경찰서,행신지구대,2024-09-27 00:00:00,2024-09-27,9,00시,6-금,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 205-65번지 ,주택,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-09-26 21:10:00,2024-09-26,9,21시,5-목,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,기타,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-26 17:00:00,2024-09-26,9,17시,5-목,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1024번지 ,기타,,폭력
경기고양경찰서,행신지구대,2024-09-26 15:02:00,2024-09-26,9,15시,5-목,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 871-3번지 ,기타,전선절도,절도
경기고양경찰서,원당지구대,2024-09-26 14:56:00,2024-09-26,9,14시,5-목,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 341-14번지 ,노상,,폭력
경기고양경찰서,화전파출소,2024-09-26 13:05:00,2024-09-26,9,13시,5-목,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 407번지 ,기타,,폭력
경기고양경찰서,행신지구대,2024-09-26 13:00:00,2024-09-26,9,13시,5-목,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 248-9번지 ,노상,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-26 13:00:00,2024-09-26,9,13시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 923-8번지 ,교회,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-26 08:00:00,2024-09-26,9,08시,5-목,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 705-18번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-26 06:00:00,2024-09-26,9,06시,5-목,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 373번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-26 03:30:00,2024-09-26,9,03시,5-목,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 496-38번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-26 02:00:00,2024-09-26,9,02시,5-목,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 368-1번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-26 01:30:00,2024-09-26,9,01시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 998번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-26 01:00:00,2024-09-26,9,01시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 978-2번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-26 00:00:00,2024-09-26,9,00시,5-목,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 132-13번지 ,주차장,,폭력
경기고양경찰서,화전파출소,2024-09-25 23:37:00,2024-09-25,9,23시,4-수,경기,고양시,덕양구,현천동,고양시 덕양구 현천동 92-5번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-25 18:40:00,2024-09-25,9,18시,4-수,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 331번지 ,기타,기타(약취유인),폭력
경기고양경찰서,화정지구대,2024-09-25 17:50:00,2024-09-25,9,17시,4-수,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 1004번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-25 13:30:00,2024-09-25,9,13시,4-수,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 1002-8번지 ,기타,영업점털이,절도
경기고양경찰서,도래울지구대,2024-09-25 07:00:00,2024-09-25,9,07시,4-수,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 627번지 ,기타,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-25 02:50:00,2024-09-25,9,02시,4-수,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 954번지 ,기타,,폭력
경기고양경찰서,고양파출소,2024-09-25 02:40:00,2024-09-25,9,02시,4-수,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 721번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-25 00:00:00,2024-09-25,9,00시,4-수,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 985번지 ,공원,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-24 23:20:00,2024-09-24,9,23시,3-화,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 619번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-24 22:00:00,2024-09-24,9,22시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 985번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-09-24 18:10:00,2024-09-24,9,18시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 ,기타,기타(기타절도),절도
경기고양경찰서,고양파출소,2024-09-24 15:28:00,2024-09-24,9,15시,3-화,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 477번지 ,노상,기타(약취유인),폭력
경기고양경찰서,행신3파출소,2024-09-24 15:25:00,2024-09-24,9,15시,3-화,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 947번지 ,기타,,폭력
경기고양경찰서,도래울지구대,2024-09-24 15:05:00,2024-09-24,9,15시,3-화,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 619번지 ,기타,기타(기타절도),절도
경기고양경찰서,관산파출소,2024-09-24 14:50:00,2024-09-24,9,14시,3-화,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 996번지 ,기타,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-24 12:00:00,2024-09-24,9,12시,3-화,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 967번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-24 10:30:00,2024-09-24,9,10시,3-화,경기,고양시,덕양구,대장동,고양시 덕양구 대장동 420-1번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-24 08:30:00,2024-09-24,9,08시,3-화,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 361번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-24 04:13:00,2024-09-24,9,04시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 188-20번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-24 01:30:00,2024-09-24,9,01시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 ,기타,,폭력
경기고양경찰서,원당지구대,2024-09-24 00:01:00,2024-09-24,9,00시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 702-20번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-09-24 00:00:00,2024-09-24,9,00시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 80번지 ,아파트,,폭력
경기고양경찰서,원당지구대,2024-09-24 00:00:00,2024-09-24,9,00시,3-화,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 717번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-23 22:43:00,2024-09-23,9,22시,2-월,경기,고양시,덕양구,지축동,고양시 덕양구 지축동 1089번지 ,기타,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-09-23 21:20:00,2024-09-23,9,21시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 631번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-23 21:00:00,2024-09-23,9,21시,2-월,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 436-21번지 ,기타,,폭력
경기고양경찰서,도래울지구대,2024-09-23 20:00:00,2024-09-23,9,20시,2-월,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 119번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-23 19:56:00,2024-09-23,9,19시,2-월,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 291번지 ,기타,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-09-23 15:40:00,2024-09-23,9,15시,2-월,경기,고양시,덕양구,오금동,고양시 덕양구 오금동 670번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-23 15:00:00,2024-09-23,9,15시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 881-4번지 ,기타,자전거절도,절도
경기고양경찰서,화정지구대,2024-09-23 14:00:00,2024-09-23,9,14시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 873번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-23 12:30:00,2024-09-23,9,12시,2-월,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 541-4번지 ,노상,,폭력
경기고양경찰서,원당지구대,2024-09-23 09:30:00,2024-09-23,9,09시,2-월,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 611번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-23 07:40:00,2024-09-23,9,07시,2-월,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 18-5번지 ,기타,강제추행,강간/강제추행
경기고양경찰서,원당지구대,2024-09-23 04:42:00,2024-09-23,9,04시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 502-5번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-23 00:00:00,2024-09-23,9,00시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 408-13번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-23 00:00:00,2024-09-23,9,00시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 ,노상,,폭력
경기고양경찰서,관산파출소,2024-09-22 23:00:00,2024-09-22,9,23시,1-일,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 577번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-22 21:40:00,2024-09-22,9,21시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 977번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신3파출소,2024-09-22 21:00:00,2024-09-22,9,21시,1-일,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 962-3번지 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-22 18:29:00,2024-09-22,9,18시,1-일,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 613번지 ,아파트,,폭력
경기고양경찰서,고양파출소,2024-09-22 17:07:00,2024-09-22,9,17시,1-일,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 ,PC방,,폭력
경기고양경찰서,신도지구대,2024-09-22 17:05:00,2024-09-22,9,17시,1-일,경기,고양시,덕양구,효자동,고양시 덕양구 효자동 92-4번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-22 17:00:00,2024-09-22,9,17시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 858번지 ,아파트,자전거절도,절도
경기고양경찰서,관산파출소,2024-09-22 15:30:00,2024-09-22,9,15시,1-일,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 626-6번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-22 12:47:00,2024-09-22,9,12시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 674-4번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-09-22 11:40:00,2024-09-22,9,11시,1-일,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 1104-2번지 ,기타,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-09-22 09:50:00,2024-09-22,9,09시,1-일,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 570번지 ,기타,,폭력
경기고양경찰서,화전파출소,2024-09-22 09:45:00,2024-09-22,9,09시,1-일,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 520-238번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-22 02:45:00,2024-09-22,9,02시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 981-1번지 ,기타,,폭력
경기고양경찰서,행신지구대,2024-09-21 18:15:00,2024-09-21,9,18시,7-토,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 849-17번지 ,기타,,폭력
경기고양경찰서,화전파출소,2024-09-21 17:00:00,2024-09-21,9,17시,7-토,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 7-19번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-21 14:18:00,2024-09-21,9,14시,7-토,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 672-23번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-21 13:08:00,2024-09-21,9,13시,7-토,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-21 11:30:00,2024-09-21,9,11시,7-토,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 128-2번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-21 01:00:00,2024-09-21,9,01시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-21 00:00:00,2024-09-21,9,00시,7-토,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 641번지 ,노상,,폭력
경기고양경찰서,원당지구대,2024-09-21 00:00:00,2024-09-21,9,00시,7-토,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 301-1번지 ,노상,기타(기타절도),절도
경기고양경찰서,,2024-09-21 00:00:00,2024-09-21,9,00시,7-토,경기,고양시,덕양구,,고양시 덕양구 ,기타,,폭력
경기고양경찰서,화전파출소,2024-09-20 20:45:00,2024-09-20,9,20시,6-금,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 679번지 ,기타,,폭력
경기고양경찰서,화전파출소,2024-09-20 17:00:00,2024-09-20,9,17시,6-금,경기,고양시,덕양구,화전동,고양시 덕양구 화전동 578-5번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-20 16:30:00,2024-09-20,9,16시,6-금,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 540-9번지 ,기타,강제추행,강간/강제추행
경기고양경찰서,행신3파출소,2024-09-20 15:30:00,2024-09-20,9,15시,6-금,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 919-11번지 ,노상,,폭력
경기고양경찰서,관산파출소,2024-09-20 15:00:00,2024-09-20,9,15시,6-금,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 180-7번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-20 12:58:00,2024-09-20,9,12시,6-금,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 239-3번지 ,노상,,폭력
경기고양경찰서,관산파출소,2024-09-20 12:58:00,2024-09-20,9,12시,6-금,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 239-3번지 ,노상,,폭력
경기고양경찰서,원당지구대,2024-09-20 12:40:00,2024-09-20,9,12시,6-금,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 722-3번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-09-20 11:50:00,2024-09-20,9,11시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 903-1번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-20 11:40:00,2024-09-20,9,11시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 964-3번지 ,기타,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-09-20 10:00:00,2024-09-20,9,10시,6-금,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 131-12번지 ,기타,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-09-20 09:00:00,2024-09-20,9,09시,6-금,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 557번지 ,기타,,폭력
경기고양경찰서,원당지구대,2024-09-20 07:40:00,2024-09-20,9,07시,6-금,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 410-7번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-09-20 00:30:00,2024-09-20,9,00시,6-금,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 614번지 ,기타,,폭력
경기고양경찰서,,2024-09-20 00:00:00,2024-09-20,9,00시,6-금,경기,고양시,덕양구,,고양시 덕양구 ,노상,,폭력
경기고양경찰서,원당지구대,2024-09-19 21:15:00,2024-09-19,9,21시,5-목,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 696-2번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-09-19 19:55:00,2024-09-19,9,19시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-09-19 18:20:00,2024-09-19,9,18시,5-목,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-09-19 13:50:00,2024-09-19,9,13시,5-목,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 197-9번지 ,기타,오토바이절도,절도
경기고양경찰서,관산파출소,2024-09-19 13:50:00,2024-09-19,9,13시,5-목,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 197-9번지 ,노상,오토바이절도,절도
경기고양경찰서,관산파출소,2024-09-19 13:50:00,2024-09-19,9,13시,5-목,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 197-9번지 ,기타,오토바이절도,절도
경기고양경찰서,신도지구대,2024-09-19 09:30:00,2024-09-19,9,09시,5-목,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 18-5번지 ,기타,자전거절도,절도
경기고양경찰서,신도지구대,2024-09-19 04:00:00,2024-09-19,9,04시,5-목,경기,고양시,덕양구,지축동,고양시 덕양구 지축동 848번지 ,기타,강제추행,강간/강제추행
경기고양경찰서,화정지구대,2024-09-19 02:55:00,2024-09-19,9,02시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 951번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-09-19 00:00:00,2024-09-19,9,00시,5-목,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 ,기타,,폭력
경기고양경찰서,신도지구대,2024-09-19 00:00:00,2024-09-19,9,00시,5-목,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 ,기타,,폭력
경기고양경찰서,행신3파출소,2024-09-19 00:00:00,2024-09-19,9,00시,5-목,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 895번지 ,아파트,,폭력
경기고양경찰서,관산파출소,2024-09-18 23:10:00,2024-09-18,9,23시,4-수,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 478-13번지 ,다세대·원룸·연립가옥,,폭력
경기고양경찰서,화전파출소,2024-09-18 22:59:00,2024-09-18,9,22시,4-수,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,기타,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-18 21:30:00,2024-09-18,9,21시,4-수,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 983번지 ,아파트,,폭력
경기고양경찰서,화전파출소,2024-09-18 20:00:00,2024-09-18,9,20시,4-수,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 ,기타,오토바이절도,절도
경기고양경찰서,고양파출소,2024-09-18 17:30:00,2024-09-18,9,17시,4-수,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 240-6번지 ,아파트,,폭력
경기고양경찰서,행신3파출소,2024-09-18 12:50:00,2024-09-18,9,12시,4-수,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 234-7번지 ,기타,,폭력
경기고양경찰서,행신지구대,2024-09-18 07:30:00,2024-09-18,9,07시,4-수,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 982번지 ,아파트,,폭력
경기고양경찰서,고양파출소,2024-09-18 05:09:00,2024-09-18,9,05시,4-수,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 133-1번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-09-17 23:10:00,2024-09-17,9,23시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 948번지 ,아파트,,폭력
경기고양경찰서,원당지구대,2024-09-17 22:45:00,2024-09-17,9,22시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 700-8번지 ,노상,,폭력
경기고양경찰서,고양파출소,2024-09-17 21:30:00,2024-09-17,9,21시,3-화,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 734번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-09-17 20:40:00,2024-09-17,9,20시,3-화,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 367번지 ,노상,,폭력
경기고양경찰서,행신지구대,2024-09-17 20:00:00,2024-09-17,9,20시,3-화,경기,고양시,덕양구,대장동,고양시 덕양구 대장동 420-1번지 ,"역,대합실",강제추행,강간/강제추행
경기고양경찰서,신도지구대,2024-09-17 17:20:00,2024-09-17,9,17시,3-화,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,백화점,,폭력
경기고양경찰서,행신지구대,2024-09-17 10:00:00,2024-09-17,9,10시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 80번지 ,아파트,,폭력
경기고양경찰서,원당지구대,2024-09-17 00:20:00,2024-09-17,9,00시,3-화,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 648-5번지 ,아파트,,폭력
경기고양경찰서,도래울지구대,2024-09-16 21:40:00,2024-09-16,9,21시,2-월,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 617번지 ,아파트,,폭력
경기고양경찰서,행신3파출소,2024-09-16 19:00:00,2024-09-16,9,19시,2-월,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 1103번지 ,아파트,빈집침입절도,절도
경기고양경찰서,신도지구대,2024-09-16 16:40:00,2024-09-16,9,16시,2-월,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,상점,,폭력
경기고양경찰서,화정지구대,2024-09-16 16:40:00,2024-09-16,9,16시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 1098번지 ,"역,대합실",,폭력
경기고양경찰서,도래울지구대,2024-09-16 13:30:00,2024-09-16,9,13시,2-월,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 658-2번지 ,편의점,,폭력
경기고양경찰서,원당지구대,2024-09-16 11:01:00,2024-09-16,9,11시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 510-8번지 ,기타,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-09-16 09:20:00,2024-09-16,9,09시,2-월,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-09-16 06:54:00,2024-09-16,9,06시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 635번지 ,편의점,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-09-16 06:30:00,2024-09-16,9,06시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 620번지 ,편의점,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-09-16 06:20:00,2024-09-16,9,06시,2-월,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 981번지 ,기타,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-09-16 03:35:00,2024-09-16,9,03시,2-월,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 630번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-09-16 03:30:00,2024-09-16,9,03시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 981번지 ,노상,,폭력
경기고양경찰서,신도지구대,2024-09-16 03:20:00,2024-09-16,9,03시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 643-5번지 ,기타,기타(기타절도),절도
